,Unnamed: 0,Symbol,Company Name,Sector,Number of Sticks Sold,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
19,19,HCA,"HCA Healthcare, Inc.",Health Services,16135,95.97,14.07,1.4227642,5.94,106.84,71.18,34449052800.0,8202000000.0,0.7251921,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
20,20,WFC,Wells Fargo & Company,Finance,28080,55.4,13.58,2.7111576,4.07,66.31,49.27,281000000000.0,0.0,2.8728192,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
21,21,JPM,JP Morgan Chase & Co.,Finance,34111,107.88,15.43,1.9845841,6.3,117.3529,81.635,387000000000.0,0.0,3.3714993,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
22,22,T,AT&T Inc.,Communications,10951,35.57,12.14,5.4156513,4.76,42.7,32.55,227000000000.0,49653000000.0,1.4083152,1.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T
23,23,BAC,Bank of America Corporation,Finance,36377,29.74,16.34,1.536,1.55,32.67,22.07,321000000000.0,0.0,3.2011874,1.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
24,24,C,"Citigroup, Inc.",Finance,8014,71.87,13.48,1.7068943,-3.1,80.7,56.14,193000000000.0,0.0,2.1857586,0.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
25,25,MCD,McDonald’s Corporation,Consumer Services,27746,158.97,23.83,2.437994,6.36,178.7,124.36,132000000000.0,10515400000.0,5.770237,146.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
26,26,DLTR,"Dollar Tree, Inc.",Retail Trade,25441,101.58,26.66,0.0,3.77,116.65,65.63,25151198417.0,2430300000.0,1.6097589,4.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
27,27,DIS,Walt Disney Company (The),Consumer Services,15376,101.35,17.78,1.6036655,5.7,116.1,96.2,158000000000.0,12544000000.0,3.9635563,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
28,28,F,Ford Motor Company,Consumer Durables,38574,10.43,5.89,6.7843866,1.9,13.48,10.19,42414328338.0,9281000000.0,0.27054095,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
29,29,MSFT,Microsoft Corporation,Technology Services,29040,85.01,25.76,1.8747908,2.97,96.07,63.22,690000000000.0,41079000000.0,7.1130967,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
30,30,RTX,Raytheon Technologies Corporation,Electronic Technology,8774,,,,,,,,,,,
31,31,GE,General Electric Company,Producer Manufacturing,25879,14.45,13.76,3.147541,-0.72,30.59,14.71,132000000000.0,-206000000.0,1.0887611,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
32,32,CMCSA,Comcast Corporation,Consumer Services,26134,38.19,18.54,1.8929017,4.74,44.0,34.78,186000000000.0,28675000000.0,2.1797748,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
33,33,RHI,Robert Half International Inc.,Commercial Services,42760,52.26,20.18,1.7075773,2.32,60.59,42.92,7047165475.0,565196000.0,1.3330402,5.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI
34,34,DG,Dollar General Corporation,Retail Trade,7185,95.1,21.18,1.0625255,4.43,105.82,65.97,26580644874.0,2457604000.0,1.5283886,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
35,35,DRI,"Darden Restaurants, Inc.",Consumer Services,11231,91.33,22.72,2.6503997,3.81,100.11,71.7,11745595320.0,997600000.0,1.5278828,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
36,36,GM,General Motors Company,Consumer Durables,26259,40.75,6.58,3.5857513,6.0,46.76,31.92,61536606173.0,23541000000.0,0.5633218,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
37,37,AAPL,Apple Inc.,Electronic Technology,15861,155.15,16.86,1.5795412,9.2,180.1,131.12,810000000000.0,79386000000.0,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
38,38,APTV,Aptiv PLC,Producer Manufacturing,27944,89.27,69.74,0.9392678,5.05,96.91,82.97,24906530300.0,2370000000.0,1.5025798,7.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APTV
39,39,BA,Boeing Company (The),Electronic Technology,26163,329.66,27.29,1.9648397,13.47,361.45,163.69,206000000000.0,12476000000.0,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
40,40,HLT,Hilton Worldwide Holdings Inc.,Consumer Services,46471,78.66,36.42,0.7315289,1.05,88.11,55.79,26242415796.0,2815000000.0,3.7628453,17.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT
41,41,TSN,"Tyson Foods, Inc.",Consumer Non-Durables,18499,73.92,13.92,1.6353229,4.79,84.65,57.2,26957526800.0,2521000000.0,0.93730986,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
42,42,GOOG,Alphabet Inc.,Technology Services,5700,1001.52,40.29,0.0,22.27,1186.89,803.1903,729000000000.0,32714000000.0,6.772653,4.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG
43,43,GOOGL,Alphabet Inc.,Technology Services,19648,1007.71,31.48,0.0,22.27,1198.0,824.3,734000000000.0,34217000000.0,6.801692,4.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL
44,44,JNJ,Johnson & Johnson,Health Technology,19603,126.36,17.31,2.5566885,0.39,148.32,113.15,353000000000.0,22430000000.0,4.6326222,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
45,45,DXC,DXC Technology Company,Technology Services,41501,91.92,79.93,0.7493755,-0.89,102.95,67.76,27408621020.0,1628000000.0,1.9598055,2.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
46,46,VZ,Verizon Communications Inc.,Communications,34365,49.04,13.08,4.626544,7.36,54.77,42.8,208000000000.0,45745000000.0,1.6452544,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
47,47,ORCL,Oracle Corporation,Technology Services,40564,46.84,18.81,1.5551463,2.2,53.14,40.01,202000000000.0,16545000000.0,5.2561646,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
48,48,MAR,Marriott International,Consumer Services,2970,133.88,32.73,0.9452879,2.67,149.21,85.3725,50910130358.0,2620000000.0,2.9997249,11.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
49,49,GPS,"Gap, Inc. (The)",Retail Trade,17547,31.17,15.35,2.8203557,1.69,35.68,21.02,12684517721.0,1959000000.0,1.1289738,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
50,50,LMT,Lockheed Martin Corporation,Electronic Technology,25847,334.3,24.28,2.315954,6.83,361.79,256.4,98102120000.0,7115000000.0,1.8781451,45.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
51,51,INTC,Intel Corporation,Electronic Technology,35229,42.75,12.32,2.6548672,1.98,50.85,33.23,212000000000.0,26247000000.0,3.348876,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
52,52,ABT,Abbott Laboratories,Health Technology,4308,56.27,22.51,1.9089824,0.26,64.6,42.28,102000000000.0,5744000000.0,3.7404804,3.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT
53,53,HON,Honeywell International Inc.,Producer Manufacturing,45268,146.02,20.68,1.9710299,2.08,165.13,119.31,114000000000.0,8333000000.0,2.8267899,5.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
54,54,AAL,"American Airlines Group, Inc.",Transportation,30178,48.6,9.92,0.7782101,3.91,59.08,39.21,24594852352.0,5761000000.0,0.58022565,6.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL
55,55,BBY,"Best Buy Co., Inc.",Retail Trade,2118,68.79,19.22,1.9085041,3.81,78.59,41.67,20831186176.0,2555000000.0,0.76715523,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
56,56,JCI,Johnson Controls International plc,Producer Manufacturing,19900,36.55,14.0,2.7659574,1.71,44.37,34.51,34822224800.0,4295000000.0,1.1415336,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
57,57,PG,Procter & Gamble Company (The),Consumer Non-Durables,8041,80.22,20.46,3.3704789,5.6,94.67,80.1,206000000000.0,17249000000.0,3.1595004,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
58,58,GD,General Dynamics Corporation,Electronic Technology,30574,206.05,20.71,1.5631542,9.55,229.54,181.94,64180390701.0,4618000000.0,2.0481362,5.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
59,59,AZO,"AutoZone, Inc.",Retail Trade,1734,718.57,16.31,0.0,44.09,797.89,491.13,19922021415.0,2347304000.0,1.8510429,136.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
60,60,CBRE,CBRE Group Inc,Finance,34534,,,,,,,,,,,
61,61,CAT,"Caterpillar, Inc.",Producer Manufacturing,3843,145.99,21.22,2.0215108,1.26,173.24,90.34,91822049046.0,8136000000.0,2.0468428,5.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
62,62,NOC,Northrop Grumman Corporation,Electronic Technology,47880,324.01,24.4,1.3030859,11.47,349.18,231.98,58782413951.0,3884000000.0,2.209576,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
63,63,CHTR,"Charter Communications, Inc.",Consumer Services,31886,348.65,162.92,0.0,34.08,408.83,308.3,86708878113.0,14694000000.0,2.1208634,2.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR
64,64,MMM,3M Company,Producer Manufacturing,49859,222.89,24.31,2.3328617,7.92,259.77,175.49,139000000000.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM
65,65,ROST,"Ross Stores, Inc.",Retail Trade,1899,75.06,26.52,0.82061803,2.83,85.66,52.85,29803566306.0,2247009000.0,2.9734495,10.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
66,66,BBWI,"Bath & Body Works, Inc.",Retail Trade,43561,,,,,,,,,,,
67,67,ETN,"Eaton Corporation, PLC",Producer Manufacturing,15336,79.41,17.08,2.9404557,6.68,89.85,69.45,35961772000.0,4253000000.0,1.8161736,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
68,68,MDT,Medtronic plc.,Health Technology,42997,78.38,17.04,2.2618315,2.89,89.72,75.44,110000000000.0,9204000000.0,4.944542,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
69,69,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Electronic Technology,3964,95.27,19.72,1.6062645,4.71,108.23,71.93,34983666316.0,2797000000.0,2.5734365,3.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL
70,70,UHS,"Universal Health Services, Inc.",Health Services,1648,114.87,15.36,0.34153005,7.14,129.74,95.26,11116075286.0,1676204000.0,1.3158662,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS
71,71,CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,16737,266.01,45.86,0.0,0.8,499.0,263.0,7685283970.0,401293000.0,2.5523853,6.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
72,72,EMR,Emerson Electric Company,Producer Manufacturing,47651,66.4,25.74,2.813225,2.35,74.45,56.77,44040298425.0,2542000000.0,3.6707752,5.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
73,73,SLB,Schlumberger N.V.,Industrial Services,32738,67.4,44.93,2.8673835,-1.08,82.71,61.02,96529311126.0,3222000000.0,3.2297828,2.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB
74,74,RCL,D/B/A Royal Caribbean Cruises Ltd.,Consumer Services,14713,122.45,16.26,1.8674136,7.53,135.65,93.4,27418147452.0,2876309000.0,3.1026611,2.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
75,75,ANTM,"Anthem, Inc.",Health Services,8455,230.57,19.23,1.2581781,14.36,267.95,156.81,61221978627.0,0.0,0.6696521,2.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM
76,76,KO,Coca-Cola Company (The),Consumer Non-Durables,2936,43.1,22.8,3.3213644,1.49,48.615,40.22,190000000000.0,8589000000.0,6.822138,8.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO
77,77,APH,Amphenol Corporation,Electronic Technology,18721,84.44,25.9,0.8608971,2.05,93.62,67.26,26955335395.0,1671700000.0,3.85675,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
78,78,TMO,Thermo Fisher Scientific Inc,Health Technology,17516,198.73,21.84,0.3276319,5.6,226.44,151.69,83226586345.0,4751300000.0,4.015666,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
79,79,CSCO,"Cisco Systems, Inc.",Technology Services,36172,38.77,17.87,2.8755577,1.91,42.98,30.36,199000000000.0,15447000000.0,5.484418,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
80,80,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,32966,42.68,19.85,1.9977299,1.91,47.23,39.19,65827817742.0,4355000000.0,2.5708609,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
81,81,PFE,"Pfizer, Inc.",Health Technology,12446,33.63,12.69,3.8879359,3.51,39.43,31.67,209000000000.0,20569000000.0,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
82,82,WHR,Whirlpool Corporation,Consumer Durables,19647,164.95,11.77,2.5652986,4.51,202.99,158.8,12177920000.0,1842000000.0,0.58064795,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
83,83,ORLY,"O’Reilly Automotive, Inc.",Retail Trade,23779,252.22,21.91,0.0,10.73,279.23,169.43,21433781860.0,1965187000.0,3.1934319,34.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
84,84,MMC,"Marsh & McLennan Companies, Inc.",Finance,24726,79.31,20.23,1.8257059,2.87,86.54,69.33,41819440000.0,3236000000.0,2.9848945,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
85,85,MCK,McKesson Corporation,Distribution Services,17034,150.23,11.68,0.8898776,22.74,178.86,133.82,31534840262.0,7232000000.0,0.15318617,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
86,86,DE,Deere & Company,Producer Manufacturing,45388,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646.0,4053300000.0,2.3746448,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
87,87,BDX,"Becton, Dickinson and Company",Health Technology,1592,211.44,22.28,1.3518385,4.65,248.3888,175.66,50910180308.0,1537000000.0,5.6912947,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
88,88,TMUS,"T-Mobile US, Inc.",Communications,41684,,,,,,,,,,,
89,89,UAL,"United Airlines Holdings, Inc.",Transportation,41100,63.37,8.85,0.0,7.05,83.04,56.51,19363059152.0,5929000000.0,0.5020496,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL
90,90,LIN,Linde plc,Process Industries,26334,,,,,,,,,,,
91,91,DAL,"Delta Air Lines, Inc.",Transportation,47283,51.23,10.37,2.2655525,4.94,60.79,43.81,38393603535.0,8348000000.0,0.91792434,2.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
92,92,MRK,"Merck & Company, Inc.",Health Technology,5008,54.73,13.75,3.435934,1.4,66.8,53.63,152000000000.0,8715000000.0,5.0893345,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
93,93,CI,Cigna Corporation,Health Services,6498,189.27,18.11,0.020466639,7.2,227.13,141.93,47680910480.0,0.0,1.550762,3.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
94,94,NKE,"Nike, Inc.",Consumer Non-Durables,38511,62.49,24.9,1.2189548,2.51,68.83,50.35,107000000000.0,5162000000.0,3.0549932,8.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
95,95,LH,Laboratory Corporation of America Holdings,Health Services,17838,165.46,17.79,0.0,7.02,181.715,130.292,17271388000.0,1861200000.0,2.2459624,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
96,96,XOM,Exxon Mobil Corporation,Energy Minerals,3566,76.07,21.37,4.0031195,1.88,89.3,76.05,326000000000.0,39052000000.0,1.7701944,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
97,97,CNC,Centene Corporation,Health Services,975,100.36,19.12,0.0,3.23,112.42,65.03,18012494506.0,2063000000.0,0.5028663,2.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC
98,98,PM,Philip Morris International Inc,Consumer Non-Durables,13882,100.39,22.36,4.328479,4.48,123.55,96.66,154000000000.0,11802000000.0,2.7574685,1318.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
99,99,TSLA,"Tesla, Inc.",Consumer Durables,4100,,,,,,,,,,,
100,100,IQV,"IQVIA Holdings, Inc.",Health Services,49364,95.23,21.74,0.0,0.76,110.67,75.94,20426488713.0,1542000000.0,2.8477087,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV
101,101,DHR,Danaher Corporation,Health Technology,17724,92.16,22.87,0.5879265,3.53,104.82,78.97,66351150000.0,4339800000.0,3.688278,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR
102,102,OTIS,Otis Worldwide Corporation,Producer Manufacturing,18150,,,,,,,,,,,
103,103,USB,U.S. Bancorp,Finance,4534,52.65,15.35,2.189781,3.52,58.5,49.535,90940115897.0,0.0,3.7773547,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB
104,104,AAP,Advance Auto Parts Inc.,Retail Trade,23924,109.63,19.54,0.21832074,6.19,169.55,78.81,8123611867.0,853941000.0,1.1301061,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
105,105,MS,Morgan Stanley,Finance,24662,51.79,14.23,1.8331805,3.09,58.05,40.06,97535400000.0,0.0,2.2258842,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
106,106,DVA,DaVita Inc.,Health Services,39136,71.91,20.55,0.0,4.3,80.71,52.51,13685178000.0,2252294000.0,1.1451397,2.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
107,107,WDC,Western Digital Corporation,Electronic Technology,34718,80.09,10.19,2.389201,1.29,95.77,71.38,24760297793.0,5169000000.0,1.245503,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
108,108,OMC,Omnicom Group Inc.,Commercial Services,9666,75.91,15.27,3.1838684,4.79,86.71,65.32,17377551986.0,2366000000.0,1.5327156,6.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
109,109,AXP,American Express Company,Finance,36020,88.34,15.0,1.4955667,2.9,102.385,75.51,80410990000.0,0.0,2.273575,3.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP
110,110,EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,10413,131.46,37.78,1.1283498,3.35,138.74,81.69,49543264457.0,2478000000.0,3.9522583,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
111,111,FIS,"Fidelity National Information Services, Inc.",Technology Services,22330,92.74,22.08,1.322724,1.72,103.65,77.63,32308459680.0,2782000000.0,4.7038417,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
112,112,SHW,Sherwin-Williams Company (The),Process Industries,13979,387.65,26.75,0.8426688,18.61,435.15,302.0101,37730994828.0,2160668000.0,2.5276077,13.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
113,113,HPE,Hewlett Packard Enterprise Company,Electronic Technology,22007,15.04,11.57,1.9280206,0.21,24.88,12.815,24800859640.0,3683000000.0,1.4609766,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
114,114,FB,"Meta Platforms, Inc.",Technology Services,14502,171.58,27.9,0.0,5.39,195.32,132.44,523000000000.0,23624000000.0,13.241967,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
115,115,SYY,Sysco Corporation,Distribution Services,12098,57.0,22.98,2.4644873,2.08,64.27,48.85,30445320778.0,2988725000.0,0.7295535,13.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
116,116,MPC,Marathon Petroleum Corporation,Energy Minerals,22343,62.79,16.06,2.8268552,6.85,73.53,47.39,31633740000.0,5978000000.0,0.42713487,2.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
117,117,CMI,Cummins Inc.,Producer Manufacturing,43606,165.73,16.83,2.5008683,8.23,194.18,143.8301,28669230787.0,2924000000.0,1.9406168,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
118,118,CRM,Salesforce.com Inc,Technology Services,43451,104.03,520.15,0.0,0.27,114.52,79.63,79489115000.0,925804000.0,10.3738785,8.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
119,119,LUV,Southwest Airlines Company,Transportation,14702,55.63,15.89,0.863707,5.82,66.985,49.76,34351211637.0,4533000000.0,1.6294897,3.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
120,120,ADP,"Automatic Data Processing, Inc.",Technology Services,2637,108.25,29.34,2.2190912,3.85,125.24,95.5,50337702249.0,2767400000.0,4.0483294,12.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP
